Mobile Key,Delay From Due Date,Num Delay Payment Car,Wallet Balance,outflow,inflow,mothly_avg_outflow,mothly_avg_inflow,charity_amount,avg_municipality_amount,investment_amount,is912,isfirstregion,MobilePrice,domesticflight_amount,internationalflight_amount,train_amount,max_route_rate,max_train_rate,max_car_price,Loyality Score,Recency,num_delay_payment,avg_date_diff_payment,delay_total_amount,num_loan,total_loan_amount,,id
94294464,743,36,1622890,4651618170,1927111000,166147077.5,68825392.86,500000,0,0,0,0,800,0,0,0,0,0,0,64,1,5,5.2,7248350,1,5114435760,,27
27614430,771,13,126144,2189194125,2999701,78648004.46,107132.1786,12950000,0,0,0,0,240,0,0,0,0,0,0,228,2,41,3.780487805,10169230,1,8036172000,,28
92209699,314,8,0,99269229,24402850,4727106.143,1162040.476,0,0,0,1,0,300,0,0,0,0,0,0,2,18,18,1.166666667,1961100,1,3529980000,,29
59702876,939,27,0,52000,1303190,52000,142441.4276,0,0,0,0,0,136.8343173,0,0,0,0,0,0,0,39,2,5.5,3393040,1,1710092160,,30
41154924,163,7,0,4345890133,1877339000,155210361.9,67047821.43,0,0,0,0,0,149,0,0,0,0,0,0,281,1,0,0,0,1,4220949600,,31
1123829,399,43,202944,3450233785,528361000,132701299.4,18870035.71,0,0,0,1,0,800,0,0,0,0,0,0,131,3,1,1,1453960,1,3908244480,,32
26069337,567,10,0,186643100,85035000,13331650,5002058.824,0,0,0,0,0,99,0,0,0,0,0,0,1,5,2,2.5,3273160,1,3024399840,,33
143291933,359,14,43460,847109678,236251900,30253917.07,8437567.857,0,0,0,0,0,136.8343173,0,0,0,0,0,0,91,5,34,2.5,6790780,2,5037441600,,34
103144586,51,6,0,2273112657,250601585,81218309.18,8950056.607,1000000,0,0,0,0,350,0,0,0,0,0,0,104,3,82,10.5,21143700,1,8354340000,,35
112905792,933,32,0,404442404,73510000,40444240.4,5654615.385,0,0,0,1,0,246,0,0,0,0,0,0,1,15,82,20.08536585,8010580,1,3165156000,,36
25785793,869,39,0,39455106,734051000,2818221.857,31915260.87,0,0,0,0,0,311,0,0,0,0,0,0,7,1,0,0,0,2,6433894800,,37
31018806,438,90,958394,5398859099,1091527999,192879432.1,34110249.97,1765000,0,0,1,0,99,89137000,0,0,0,0,0,515,1,47,2.255319149,4591900,2,4808743200,,38
3450872,803,21,0,2742869400,358725000,97959621.43,12811607.14,0,0,0,0,0,289,0,0,0,0,0,0,80,2,4,1.5,1150200,1,4554792000,,39
19229090,631,5,0,674972711,72230580,24185811.11,2579663.571,2230000,0,0,0,0,419,0,0,0,0,0,0,38,4,6,1.5,1083480,1,5850792000,,40
28473174,1070,42,0,180243037,1303190,11265189.81,142441.4276,0,0,0,0,0,699,0,0,0,0,0,0,18,25,1,1,249270,1,2108824200,,41
478029,263,11,127203,3185216938,496020429,113757747.8,17715015.32,0,0,0,0,0,289,0,0,0,0,0,0,147,1,1,1,2858130,1,960331680,,42
104007242,793,17,0,4559987820,111417000,162856707.9,3979178.571,0,0,0,0,0,149,0,0,0,0,0,0,543,5,143,12.92307692,39292110,1,8902548000,,43
78610261,239,7,105522,3008041128,3905000,111408930.7,144629.6296,0,0,0,0,0,170,0,0,0,0,0,0,622,1,24,185.5,30067680,1,5051370240,,44
108199378,215,5,9003955,430015898,149227110,16577534.54,5739504.231,1000000,0,0,1,0,800,0,0,0,0,0,0,12,5,4,1.75,1374880,2,3081592800,,45
6345704,101,53,1943387,1069457180,23483400,41209891.54,903207.6923,2000000,0,0,0,0,259,0,0,0,0,0,0,11,4,0,0,0,1,2344266000,,46
564041,367,12,0,4277130,659550,855426,131910,0,0,0,0,0,400,0,0,0,0,0,0,0,181,4,9,2638200,1,2659305600,,47
137725740,370,6,0,100236905,1012829,10023690.5,101282.9,0,0,0,0,0,700,0,0,0,0,0,0,6,9,236,70.26271186,65311320,2,12694023000,,48
79368291,123,5,0,150460467,589860,30092093.4,98310,0,0,0,0,0,350,0,0,0,0,0,0,1,18,5,3,983100,1,6370488000,,49
79110367,351,24,697135,1049369400,137566750,37477478.57,4913098.214,0,0,0,0,0,449,0,0,0,0,0,0,53,1,119,2.789915966,24841250,1,6763500000,,50
90708383,806,23,23300,8444020,1233300,1206288.571,176185.7143,0,0,0,1,0,289,0,0,0,0,0,0,1,9,7,2,863310,1,3995892000,,51
4558671,127,3,1941800,262760619,1048048800,20212355.31,43668700,0,0,0,0,0,429,0,0,0,0,0,0,87,2,1,1,240600,1,7795440000,,52
783450,74,4,659006,11063801640,1605054454,197567886.4,27673352.66,0,0,0,0,0,349,48378000,1636159472,0,4,0,0,967,1,99,4.363636364,20345060,2,13586292000,,53
32711411,35,9,0,1734373756,1303190,133413365.8,142441.4276,0,0,0,0,0,100,0,0,0,0,0,0,97,3,59,19.38983051,20037580,1,3606764400,,54
107595908,715,38,0,384929266,338529470,16042886.08,12538128.52,100000,0,0,0,0,199,0,0,0,0,0,0,6,7,0,0,0,1,6412966560,,55
9757521,1219,5,95654,3855694978,479470008,137703392.1,17123928.86,0,0,0,0,0,337,0,0,0,0,0,0,792,1,2,1.5,2579480,1,1950086880,,56
153093248,328,6,2564520,563353286,258641000,20864936.52,9579296.296,0,0,0,1,0,800,0,0,0,0,0,0,1,17,0,0,0,1,4997003400,,57
177015725,187,5,31000000,46187120,651900000,15395706.67,65190000,0,0,0,0,0,409,0,0,0,0,0,0,0,256,162,512.117284,34411554,1,6890350860,,58
1686154,194,11,0,2854779147,1401765000,118949131.1,51917222.22,0,0,0,0,0,149,0,0,0,0,0,0,140,2,0,0,0,1,3489696000,,59
33216079,682,55,0,1940961690,1166000,161746807.5,97166.66667,0,0,0,1,0,800,0,0,0,0,0,0,116,1,2,6.5,3602820,1,605273760,,60
625746,1509,54,1026525,3222901105,321104000,115103610.9,11468000,0,0,0,1,0,246,0,0,0,0,0,0,300,5,4,4.25,11486760,1,1929775680,,61
137401954,9,1,0,75989000,4665000,10855571.43,666428.5714,0,0,0,0,0,259,0,0,0,0,0,0,5,4,0,0,0,1,503620320,,62
56573987,1001,34,0,770119000,316900000,40532578.95,13204166.67,0,0,0,0,0,449,0,0,0,0,0,0,29,1,11,17,27941870,1,5120982720,,63
10913972,63,23,4303401,1684120359,217913300,70171681.63,8070862.963,0,0,0,1,0,800,22644000,0,0,0,0,0,58,1,4,11.5,13435880,1,5643069600,,64
6432629,1491,24,0,355161470,74060000,18692708.95,3703000,0,0,0,0,0,301,0,0,0,0,0,0,3,44,8,4.375,4250720,1,2142362880,,65
14245159,1002,25,348936,1827563423,224442996,65270122.25,8015821.286,0,0,0,0,0,149,0,0,0,0,0,0,50,1,0,0,0,1,2217358080,,66
1816454,809,9,7199,70611000,1303190,17652750,142441.4276,0,0,0,0,0,311,0,0,0,0,0,0,17,5,0,0,0,1,524561400,,67
164408559,627,85,0,27000440,100000,3857205.714,14285.71429,0,0,0,0,0,259,0,0,0,0,0,0,0,172,23,2.391304348,5913760,1,8330688000,,68
89311279,348,12,40110,2674482995,817414560,111445124.8,30274613.33,200000,0,0,1,0,800,0,0,0,0,0,0,42,2,2,2,182140,1,2950668000,,69
159923056,237,20,1235748,1398185737,621429440,51784656.93,23015905.19,0,0,0,0,0,149,0,0,0,0,0,0,188,2,55,3.090909091,26369200,1,15533856000,,70
46507591,221,4,1967718,226794462,224418650,8753633.154,8311801.852,800000,0,0,0,0,350,0,0,0,0,0,0,15,84,14,10.21428571,15298500,1,4405968000,,71
129821912,255,52,0,42181463,47500000,3834678.455,3166666.667,0,0,0,1,0,199,0,0,0,0,0,0,0,63,24,40.625,52236960,1,8775809280,,72
87044430,170,5,0,4570499929,1932549000,182819997.2,77301960,0,0,0,1,0,1200,0,0,0,0,0,0,93,1,0,0,0,2,21892622400,,73
130032076,359,15,220786,1939398186,133075643,69285649.5,4752701.536,600000,0,0,0,0,419,0,0,0,0,0,0,115,1,34,5.705882353,9482130,2,11895703200,,74
10320618,1247,39,0,120948505,23110000,5258630.652,1004782.609,0,0,0,0,0,289,0,0,0,0,0,0,0,3,12,2.25,5216640,1,10172448000,,75
162117154,127,12,2469368,139107297,156848200,8182782.176,7842410,0,0,0,1,0,350,0,0,0,0,0,0,8,13,0,0,0,1,7379240400,,76
29768298,1052,25,7461689,7242133870,1303190,402340770.6,142441.4276,0,0,0,0,0,215,0,0,0,0,0,0,3608,1,1,1,283460,1,2500117200,,77
62012634,282,55,0,2430141760,469592808,55230494.55,9783183.5,0,0,0,0,0,179,0,0,0,0,0,0,108,1,169,111.1775148,45971380,1,8813448000,,78
159732012,799,37,1210855,111133328,837230000,4274358.769,29901071.43,0,2624500,0,0,0,150,0,0,0,0,0,0,26,1,24,1.625,6114480,1,8254548000,,79
51088621,603,33,7,2100345762,10100000,75220562.93,360714.2857,5830000,0,0,0,0,497,0,0,0,0,0,0,41,5,0,0,0,1,698829600,,80
114755456,395,25,0,3211513500,661725000,139631021.7,24508333.33,0,0,0,0,0,149,0,0,0,0,0,0,23,55,0,0,0,1,6025327200,,81
131758957,406,21,861011,1778698430,86184999,88949921.5,3447399.96,300000,0,0,0,0,800,9662000,0,3404000,0,0,0,34,70,19,15.26315789,38030020,1,8070370560,,82
122497022,277,13,388483,1545276970,126432240,55188463.21,4515437.143,0,0,0,1,0,800,0,0,0,0,0,0,125,1,3,15,13526550,1,6086947500,,83
86313659,628,17,1670642,2400975108,757239520,85749111,27044268.57,0,0,0,1,0,800,0,325989620,0,6,0,0,54,2,21,1.428571429,3999630,2,19881846900,,84
38294730,1013,32,545365,107263511,530354008,5107786.238,19642741.04,0,0,0,1,0,300,0,0,0,0,0,0,5,7,4,8.5,5483280,1,3454466400,,85
88040416,448,5,586282,879448007,282628790,36643666.96,11776199.58,0,0,0,0,0,246,0,0,0,0,0,0,160,2,104,7.115384615,10142080,1,3159648000,,86
28562420,166,28,971723,51894740,111260000,1922027.407,4120740.741,0,0,0,0,0,415,0,0,0,0,0,0,18,4,0,0,0,1,4325711040,,87
7313673,920,38,0,3245971152,966380,116572184,34513.57143,18050000,0,0,0,0,130,0,0,0,0,0,0,187,1,21,6.761904762,5295360,1,3313382400,,88
98177443,12,3,0,5686741747,3159547400,270797226,131647808.3,0,0,0,0,0,399,0,0,0,0,0,0,329,1,0,0,0,1,2438410800,,89
16398678,131,1,8160,448130270,70201070,16004652.5,2507181.071,0,0,0,0,0,99,0,0,0,0,0,0,35,5,14,6.071428571,27566840,1,7939249920,,90
149947559,254,7,481742,6641316500,993569200,118594937.5,17742307.14,0,0,0,1,1,800,0,0,0,0,0,0,105,6,0,0,0,1,7733322240,,91
176794992,354,70,192230,6314075368,2200000,332319756.2,115789.4737,0,0,0,0,0,179,0,0,0,0,0,0,783,1,14,1.857142857,5147380,1,5559170400,,92
49389205,256,33,0,104332169,708502120,7452297.786,27250081.54,0,0,0,0,0,500,0,0,0,0,0,0,0,22,24,123.5,44352960,1,7451297280,,93
111756757,237,30,0,5012122352,472196000,200564894.1,17488740.74,2000000,0,0,0,0,239,0,0,0,0,0,0,337,1,0,0,0,1,165013200,,94
129919595,65,7,2542315,2178169651,78616030,77791773.25,2807715.357,0,0,0,0,0,798,0,0,0,0,0,0,226,2,7,6.285714286,16067170,1,8483465760,,95
17714543,132,1,0,87045520,204955000,6695809.231,12056176.47,0,0,0,0,0,229,0,0,0,0,0,0,0,47,2,4.5,1913120,1,3856849920,,96
88270619,64,3,0,185425108,1303190,20602789.78,142441.4276,0,0,0,0,0,429,0,0,0,0,0,0,9,24,19,66.73684211,17268530,1,3664563840,,97
120860563,1101,8,0,332447443,162860,23746245.93,11632.85714,0,1914500,0,0,0,800,0,0,0,0,0,0,57,1,7,2.428571429,1140020,1,5276664000,,98
23016954,56,5,0,3497990205,7500000,124928221.6,267857.1429,0,0,0,0,0,350,0,0,0,0,0,0,439,1,0,0,0,1,809376960,,99
2879867,263,3,4500100,99826174,319597000,5872127.882,11414178.57,0,0,0,1,0,800,0,0,0,0,0,0,0,6,0,0,0,1,2605581000,,100
144116942,37,2,0,5530652153,1303190,221226086.1,142441.4276,0,0,0,0,0,159,0,0,0,0,0,0,974,1,52,5.442307692,8841560,1,5508972000,,101
87644213,915,31,87719,137881581,160995100,5828399.208,6439804,2000000,0,0,0,0,799,0,0,0,0,0,0,2,13,1,1,644290,1,2597777280,,102
38278855,308,27,0,5043022178,1474727784,90053967.46,26334424.71,0,0,0,1,0,250,0,0,0,0,0,0,177,2,155,141.0903226,48203450,1,10076076000,,103
27125518,253,5,243055,11182716,268640000,621262,11193333.33,0,0,0,0,0,399,0,0,0,0,0,0,2,3,9,7.333333333,5496300,1,2462342400,,104
24066935,18,5,0,5120850,110640,1706950,36880,0,0,0,0,0,149,0,0,0,0,0,0,0,220,18,1.388888889,1991520,1,3584736000,,105
21549300,171,25,0,1622133088,4450000,64885323.52,178000,0,0,0,0,0,800,0,0,0,0,0,0,55,1,7,9.428571429,20172250,1,5809608000,,106
25457884,747,28,0,47426431,1303190,3952202.583,142441.4276,0,0,0,1,0,149,0,0,0,0,0,0,4,2,0,0,0,1,142002000,,107
141686703,231,48,85280,122725991,2373780,7670374.438,148361.25,0,0,0,0,0,300,0,0,0,0,0,0,18,115,97,2.536082474,29222220,1,9760824000,,108
62611137,732,19,1236307,436472667,86969000,15588309.54,2998931.034,0,0,0,0,0,350,0,0,2742000,0,0,0,41,1,121,11.0661157,17635910,2,5350254720,,109
111900312,35,11,0,2353842160,1303190,117692108,142441.4276,0,0,0,0,0,136.8343173,0,0,0,0,0,0,439,1,0,0,0,1,4876816560,,110
12872619,122,7,8880,1419966074,556710000,50713074.07,19882500,0,0,0,0,0,349,0,0,0,0,0,0,94,3,5,9.6,10214300,1,8236811520,,111
30125331,2266,22,59602,1810327219,97735100,64654543.54,3490539.286,0,0,0,0,0,159,0,0,0,0,0,0,151,1,6,1.166666667,541800,1,2925720000,,112
2290468,1249,30,4236357,654153490,186030000,25159749.62,6890000,0,0,0,0,0,285,0,0,0,0,0,0,29,6,6,1.666666667,5259360,1,3534289920,,113
12448463,175,10,0,7431460,605000,571650.7692,46538.46154,0,0,0,0,0,311,0,0,0,0,0,0,2,46,2,1.5,462140,1,2869889400,,114
35764043,193,34,25083,29876913,6155750,2134065.214,439696.4286,0,0,0,1,0,800,0,0,0,0,0,0,1,10,21,3.476190476,17477050,2,11958517200,,115
41463375,75,8,0,380990120,100000,47623765,12500,0,0,0,0,0,169,0,0,0,0,0,0,334,2,3,1.333333333,226170,1,271404000,,116
174726460,134,5,0,998464630,1303190,45384755.91,142441.4276,0,0,0,0,0,180,0,0,0,0,0,0,360,5,12,13.08333333,32302440,1,10853619840,,117
105481981,330,9,0,1888875308,201300000,67459832.43,7189285.714,0,0,0,0,0,800,0,0,0,0,0,0,253,1,0,0,0,1,174733200,,118
13502296,655,11,0,2455721203,711330000,102321716.8,28453200,0,0,0,0,0,169,0,0,0,0,0,0,126,4,20,28,1798800,1,2914056000,,119
18731779,153,9,0,18379230633,1036421500,656401094,37015053.57,0,0,0,0,0,179,7412000,0,2248000,0,0,0,1041,1,1,1,289690,1,9385956000,,120
109734388,894,21,214868,421313126,68640000,16944525.04,2640000,2300000,0,0,0,0,899,0,0,1972375,0,1,0,13,7,0,0,0,1,1466323200,,121
19759593,993,30,0,46813710,1970000,3601054.615,151538.4615,0,0,0,0,0,899,0,0,0,0,0,0,19,2,0,0,0,1,700022400,,122
33323993,300,17,30690,280396773,22080000,10014884.75,761379.3103,20000,0,0,0,0,259,0,0,1864000,0,0,0,29,4,23,8.695652174,25751030,1,4514267520,,123
72474656,620,5,1100000,1169388928,1459457120,21710906.07,27026983.7,3000000,0,0,1,0,399,0,0,0,0,0,0,4,42,37,1.972972973,9610750,1,8415900000,,124
98214175,168,40,0,1193167496,11670000,59658374.8,583500,0,0,0,0,0,260,0,0,0,0,0,0,10,32,1,1,2437280,1,9827112960,,125
64888579,104,6,0,4822542564,1632800000,200939273.5,68033333.33,0,0,0,0,0,800,0,0,0,0,0,0,198,1,3,4.666666667,6116520,1,5137876800,,126
155844222,482,12,0,3519627603,782040000,135370292.4,28964444.44,0,0,0,0,0,259,0,0,0,0,0,0,238,3,20,33.4,33728000,1,6799564800,,127
34752082,304,16,336363,4183541793,2852000,149412206.9,101857.1429,0,0,0,0,0,199,0,0,0,0,0,0,320,1,0,0,0,1,8039606400,,128
657812,97,6,2008240,2300284001,31779000,127793555.6,1672578.947,0,0,0,0,0,259,0,0,0,0,0,0,83,1,2,2,3904600,1,7871673600,,129
84726905,367,54,3677718,571422351,50521863,38094823.4,3368124.2,0,0,0,0,0,449,0,0,0,0,0,0,20,24,24,18.45833333,39975840,1,6715941120,,130
46670539,217,9,1461637,2030764657,25874268,72659452.04,924081,3700000,0,0,1,0,150,0,0,0,0,0,0,394,1,24,95.16666667,39768720,1,6681144960,,131
44082323,399,9,100000,45189350,26734350,4518935,2227862.5,0,0,0,0,0,240,0,0,0,0,0,0,0,15,0,0,0,1,692388480,,132
103298216,410,3,4728509,3471771300,170033000,123991832.1,6072607.143,0,0,0,1,0,149,0,0,0,0,0,0,512,1,0,0,0,1,2040163200,,133
39262220,800,11,1695380,4697134988,243341380,167754821,7849721.935,0,0,0,0,0,419,52449000,139501482,0,4,0,0,207,1,3,1.666666667,7149960,2,13441700160,,134
114714975,326,32,0,3641992723,1303190,134888619.4,142441.4276,0,0,0,0,0,99,0,0,0,0,0,0,1018,1,0,0,0,1,1028979840,,135
3477342,135,9,0,45301000,72034000,3235785.714,3131913.043,0,0,0,1,0,136.8343173,0,0,0,0,0,0,0,39,0,0,0,1,3506311800,,136
30822601,119,3,0,101164215,1303190,7226015.357,142441.4276,0,0,0,0,0,199,0,0,0,0,0,0,0,2,10,1.2,10454120,2,6857865840,,137
35509687,630,25,1405022,35249758890,2817333020,629459980.2,50309518.21,0,0,0,1,0,429,0,0,0,0,0,0,2129,1,0,0,0,1,2959437600,,138
29066916,370,37,0,1982835267,125692410,73438343.22,4655274.444,0,0,0,0,0,800,0,0,0,0,0,0,200,1,1,1,255730,1,8285652000,,139
101818045,376,12,0,1515944734,598755000,54140883.36,21384107.14,0,0,0,0,0,419,0,0,0,0,0,0,63,1,0,0,0,1,332510640,,140
131637473,941,20,4640,3272802966,761120617,125877037.2,28189652.48,0,0,0,0,0,349,0,0,0,0,0,0,649,1,149,179.9261745,40905680,2,9038617200,,141
51068984,358,5,227317,499045095,900000,17823039.11,32142.85714,0,0,0,0,0,149,0,0,0,0,0,0,153,3,5,14.6,17650250,1,3558290400,,142
119761511,171,15,0,34408710,117065631,2293914,6161349,0,0,0,0,0,150,0,0,0,0,0,0,1,200,24,43.25,41800080,1,7022413440,,143
94612820,48,3,0,1923050260,34110000,68680366.43,1218214.286,0,0,0,0,0,199,0,0,0,0,0,0,762,1,16,30.6875,39462080,1,7043981280,,144
130363522,725,36,0,3080867566,2887940,162150924.5,151996.8421,0,0,0,0,0,136.8343173,0,0,0,0,0,0,1060,6,22,21.36363636,2887940,1,4253148000,,145
144499478,530,3,100000,142483767,10170130,5699350.68,406805.2,0,0,0,1,0,399,0,0,0,0,0,0,3,7,0,0,0,1,3144808800,,146
37478300,233,48,0,134303148,20478000,5891441.217,890347.8261,1200000,0,0,0,0,350,0,0,0,0,0,0,2,4,54,18.14814815,16249680,1,2924942400,,147
120161238,202,4,0,981382237,87858789,36347490.26,3254029.222,0,0,0,0,0,149,0,0,0,0,0,0,250,1,0,0,0,1,1820058240,,148
15611617,592,25,1181564,674098713,21682000,25926873.58,833923.0769,0,0,0,0,0,150,0,0,0,0,0,0,69,1,0,0,0,1,1026701760,,149
27092676,340,18,0,4906962359,1046132620,175248655.7,37361879.29,0,0,0,0,0,194,0,0,0,0,0,0,209,3,0,0,0,1,2724865920,,150
115630608,845,60,305000,2679195123,1501822008,95685540.11,53636500.29,0,0,0,1,0,246,0,0,0,0,0,0,508,2,20,26,24427800,1,4924644480,,151
1565981,714,50,0,642540000,226910740,22947857.14,8103955,0,0,0,0,0,449,0,0,0,0,0,0,0,3,1,3,2721670,1,457240560,,152
70875657,177,13,780622,3368519044,848535400,120304251.6,30304835.71,0,0,0,1,0,800,0,0,0,0,0,0,127,1,0,0,0,1,7325640000,,153
88302070,216,20,0,4257718198,1717525360,152061364.2,55404043.87,0,0,0,1,0,899,9215066.667,0,0,0,0,0,297,1,76,9.355263158,18101680,1,7717032000,,154
29529571,738,19,261764,2168563352,1552436350,77448691.14,55444155.36,0,0,0,0,0,169,13075000,0,0,0,0,0,370,1,16,4.6875,1191840,2,2453781600,,155
31561926,430,25,221679,15061612,512862740,684618.7273,18316526.43,0,0,0,1,0,350,0,0,0,0,0,0,7,54,1,1,159580,1,5170392000,,156
20512757,112,5,0,2043258575,398995320,72973520.54,14249832.86,0,0,0,0,0,301,0,0,0,0,0,0,31,4,41,1.024390244,7837560,1,6193584000,,157
19530884,527,14,0,114432673,1051000,4086881.179,37535.71429,0,0,0,0,0,129,0,0,0,0,0,0,33,2,80,5.7625,8408000,1,3405240000,,158
81257862,69,16,1010720,683873952,10575000,29733650.09,459782.6087,0,0,0,0,0,419,0,0,0,0,0,0,19,1,21,16.66666667,94251990,1,17342366160,,159
30381450,91,4,1507369,190236740,54700000,9058892.381,2604761.905,0,0,0,0,0,136.8343173,33620000,0,0,0,0,0,1,4,0,0,0,2,9851567040,,160
151563230,73,3,0,2104000,1303190,2104000,142441.4276,0,0,0,0,0,289,0,0,0,0,0,0,0,28,5,12.4,10975400,1,2212640640,,161
7694292,116,57,0,65169240,505000,5924476.364,45909.09091,0,0,0,1,0,800,0,0,0,0,0,0,1,13,0,0,0,1,7365852480,,162
18854906,496,60,0,114790288,69152500,10435480.73,3006630.435,0,0,0,0,0,279,0,0,0,0,0,0,15,2,18,24.61111111,47136600,1,10558598400,,163
18184332,119,15,0,154337641,5064980,5512058.607,180892.1429,0,0,0,1,0,1200,0,0,0,0,0,0,10,2,0,0,0,2,8563714800,,164
83170056,180,18,0,163628550,1303190,16362855,142441.4276,0,0,0,1,0,149,0,0,0,0,0,0,55,4,4,2.25,13184880,1,6645179520,,165
44529210,637,3,547271,45220352,12412000,1674827.852,459703.7037,0,0,0,0,0,399,0,0,0,0,0,0,2,14,7,6,13165670,1,7583425920,,166
134426724,384,39,100000,1577083448,146513680,60657055.69,5426432.593,0,0,0,0,0,215,2290000,0,0,0,0,0,83,20,2,6.5,4817540,1,1214020080,,167
4371532,85,3,0,6021660300,2083634500,215059296.4,71849465.52,0,0,0,0,0,99,0,0,847000,0,1,0,243,8,7,50.14285714,12377190,1,7129261440,,168
13923920,939,18,0,5246939980,3175000,218622499.2,132291.6667,0,0,0,0,0,279,0,0,0,0,0,0,363,15,2,2.5,1337440,1,2696279040,,169
75984538,361,37,0,4401567109,1303190,220078355.5,142441.4276,0,0,0,1,0,199,0,0,0,0,0,0,312,6,29,5.689655172,17324600,1,17850312000,,170
127938202,4,1,0,118781812,12649680,7423863.25,790605,0,0,0,0,0,149,0,0,0,0,0,0,0,1,1,1,221380,1,7172712000,,171
20532984,25,2,0,16003050336,4819752630,592705568,172134022.5,0,0,0,0,0,199,18575833.33,0,0,0,0,0,1991,1,77,35.07792208,18682510,1,7861212000,,172
